Number,Name,Run,Time,Time_Rank,Speed,Speed_Rank,Splits,Sector_Times,Orig_Split_1_Time,Orig_Split_2_Time,Orig_Split_3_Time,Orig_Split_4_Time,Orig_Split_5_Time,Clean_Split_1_Time,Clean_Split_2_Time,Clean_Split_3_Time,Clean_Split_4_Time,Clean_Split_5_Time,Split_1_Rank,Split_2_Rank,Split_3_Rank,Split_4_Rank,Split_5_Rank,Sector_1_Time,Sector_2_Time,Sector_3_Time,Sector_4_Time,Sector_5_Time,Sector_1_Rank,Sector_2_Rank,Sector_3_Rank,Sector_4_Rank,Sector_5_Rank,Cumulative_from_Split_1_Time,Cumulative_from_Split_2_Time,Cumulative_from_Split_3_Time,Cumulative_from_Split_4_Time,Cumulative_from_Split_1_Rank,Cumulative_from_Split_2_Rank,Cumulative_from_Split_3_Rank,Cumulative_from_Split_4_Rank
109,GAWRONEK Mikolaj * (POL),1,5:23.353,73,27.833,73,"['2:53.455', '5:50.662', '6:43.510', '8:45.950', '10:20.608', '10:20.608', '10:20.608', '10:20.608', '0:51.567', '4:21.227', '5:43.617', '7:10.647', '7:58.203', '7:58.203', '7:58.203', '7:58.203', '1:19.100', '2:28.575', '3:55.218', '4:37.785', '5:23.353', '5:23.353', '5:23.353', '5:23.353', '0:51.379', '11:27.467', '20:09.229', '24:07.484', '25:46.237', '25:46.237', '25:46.237', '25:46.237', '5:23.353', '5:23.353', '5:23.353', '5:23.353']","['173.455', '177.207', '52.848', '122.440', '94.658', '0.000', '0.000', '0.000', '-569.041', '209.660', '82.390', '87.030', '47.556', '0.000', '0.000', '0.000', '-399.103', '69.475', '86.643', '42.567', '45.568', '0.000', '0.000', '0.000', '-271.974', '636.088', '521.762', '238.255', '98.753', '0.000', '0.000', '0.000', '-1222.884', '0.000', '0.000', '0.000']",2:53.455,5:50.662,6:43.510,8:45.950,10:20.608,173.45499999999998,350.662,403.51,525.95,620.608,76,70,51,55,56,173.45499999999998,177.207,52.84800000000001,122.44000000000005,94.6579999999999,76,66,25,76,81,149.89800000000002,-27.30899999999997,-80.15699999999998,-202.59700000000004,18,29,46,41
59,HOLGUIN VILLA Sebastian * (COL),1,5:33.406,74,26.994,74,"['7:56.110', '9:47.403', '10:35.081', '11:14.283', '11:57.379', '11:57.379', '11:57.379', '11:57.379', '0:47.380', '2:37.116', '4:09.094', '4:49.679', '5:33.406', '5:33.406', '5:33.406', '5:33.406', '0:45.873', '12:41.601', '14:14.550', '14:58.418', '16:22.961', '16:22.961', '16:22.961', '16:22.961', '5:33.406', '5:33.406', '5:33.406', '5:33.406']","['476.110', '111.293', '47.678', '39.202', '43.096', '0.000', '0.000', '0.000', '-669.999', '109.736', '91.978', '40.585', '43.727', '0.000', '0.000', '0.000', '-287.533', '715.728', '92.949', '43.868', '84.543', '0.000', '0.000', '0.000', '-649.555', '0.000', '0.000', '0.000']",7:56.110,9:47.403,10:35.081,11:14.283,11:57.379,476.11,587.403,635.081,674.283,717.379,89,85,75,73,69,476.11,111.293,47.678,39.202,43.096000000000004,89,41,13,33,33,-142.704,-253.997,-301.675,-340.877,5,9,25,28
45,SMESTAD Simen (NOR),1,5:54.534,75,25.385,75,"['0:47.513', '1:51.706', '4:41.713', '5:56.898', '6:41.270', '6:41.270', '6:41.270', '6:41.270', '0:47.858', '9:45.833', '11:29.352', '12:09.605', '12:54.021', '12:54.021', '12:54.021', '12:54.021', '3:07.925', '4:12.218', '5:59.708', '6:38.456', '7:21.958', '7:21.958', '7:21.958', '7:21.958', '0:48.877', '2:43.630', '3:32.866', '5:10.058', '5:54.534', '5:54.534', '5:54.534', '5:54.534', '5:54.534', '5:54.534', '5:54.534', '5:54.534']","['47.513', '64.193', '170.007', '75.185', '44.372', '0.000', '0.000', '0.000', '-353.412', '537.975', '103.519', '40.253', '44.416', '0.000', '0.000', '0.000', '-586.096', '64.293', '107.490', '38.748', '43.502', '0.000', '0.000', '0.000', '-393.081', '114.753', '49.236', '97.192', '44.476', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:47.513,1:51.706,4:41.713,5:56.898,6:41.270,47.513,111.706,281.713,356.898,401.27,58,22,34,37,33,47.513,64.19300000000001,170.007,75.185,44.37199999999996,58,25,68,60,50,307.021,242.82799999999997,72.82099999999997,-2.3640000000000327,79,88,70,67
44,HAUSER Christian * (ITA),1,6:13.884,76,24.072,76,"['0:44.557', '3:02.501', '3:47.342', '5:32.925', '6:13.884', '6:13.884', '6:13.884', '6:13.884', '1:28.920', '3:43.934', '13:21.407', '13:59.902', '15:34.389', '15:34.389', '15:34.389', '15:34.389', '6:13.884', '6:13.884', '6:13.884', '6:13.884']","['44.557', '137.944', '44.841', '105.583', '40.959', '0.000', '0.000', '0.000', '-284.964', '135.014', '577.473', '38.495', '94.487', '0.000', '0.000', '0.000', '-560.505', '0.000', '0.000', '0.000']",0:44.557,3:02.501,3:47.342,5:32.925,6:13.884,44.557,182.501,227.34199999999998,332.925,373.884,16,41,21,29,28,44.557,137.94400000000002,44.84099999999998,105.58300000000003,40.959,16,56,1,69,5,329.327,191.383,146.54200000000003,40.959,80,83,88,79
74,SCHNÖLLER Kilian (AUT),1,6:17.850,77,23.819,77,"['0:46.953', '2:35.907', '5:04.824', '5:43.548', '7:29.149', '7:29.149', '7:29.149', '7:29.149', '0:47.130', '1:50.956', '2:40.306', '5:32.992', '6:17.850', '6:17.850', '6:17.850', '6:17.850', '6:17.850', '6:17.850', '6:17.850', '6:17.850']","['46.953', '108.954', '148.917', '38.724', '105.601', '0.000', '0.000', '0.000', '-402.019', '63.826', '49.350', '172.686', '44.858', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:46.953,2:35.907,5:04.824,5:43.548,7:29.149,46.953,155.90699999999998,304.824,343.548,449.149,53,29,42,32,41,46.953,108.95399999999998,148.91700000000003,38.72399999999999,105.601,53,39,64,26,84,330.89700000000005,221.94300000000004,73.02600000000001,34.30200000000002,81,86,71,71
68,KIRK Rory * (RSA),1,6:25.915,78,23.321,78,"['0:46.316', '2:46.053', '3:33.843', '5:43.154', '6:25.915', '6:25.915', '6:25.915', '6:25.915', '0:45.673', '7:10.602', '8:23.422', '9:01.992', '9:44.741', '9:44.741', '9:44.741', '9:44.741', '0:46.255', '1:48.611', '5:47.307', '6:45.583', '7:27.955', '7:27.955', '7:27.955', '7:27.955', '6:25.915', '6:25.915', '6:25.915', '6:25.915']","['46.316', '119.737', '47.790', '129.311', '42.761', '0.000', '0.000', '0.000', '-340.242', '384.929', '72.820', '38.570', '42.749', '0.000', '0.000', '0.000', '-538.486', '62.356', '238.696', '58.276', '42.372', '0.000', '0.000', '0.000', '-62.040', '0.000', '0.000', '0.000']",0:46.316,2:46.053,3:33.843,5:43.154,6:25.915,46.316,166.053,213.84300000000002,343.154,385.915,38,34,19,31,31,46.316,119.737,47.79000000000002,129.31099999999998,42.761000000000024,38,46,16,79,27,339.59900000000005,219.86200000000002,172.072,42.761000000000024,82,85,89,85
28,ESTAQUE Thomas (FRA),1,6:26.504,79,23.286,79,"['0:46.684', '5:37.367', '6:25.310', '8:42.674', '9:27.618', '9:27.618', '9:27.618', '9:27.618', '0:45.264', '5:20.043', '6:08.207', '6:47.208', '7:28.804', '7:28.804', '7:28.804', '7:28.804', '0:44.714', '3:12.487', '5:06.516', '5:44.099', '6:26.504', '6:26.504', '6:26.504', '6:26.504', '0:45.278', '1:46.309', '7:29.172', '8:41.320', '20:10.258', '20:10.258', '20:10.258', '20:10.258', '6:26.504', '6:26.504', '6:26.504', '6:26.504']","['46.684', '290.683', '47.943', '137.364', '44.944', '0.000', '0.000', '0.000', '-522.354', '274.779', '48.164', '39.001', '41.596', '0.000', '0.000', '0.000', '-404.090', '147.773', '114.029', '37.583', '42.405', '0.000', '0.000', '0.000', '-341.226', '61.031', '342.863', '72.148', '688.938', '0.000', '0.000', '0.000', '-823.754', '0.000', '0.000', '0.000']",0:46.684,5:37.367,6:25.310,8:42.674,9:27.618,46.684,337.367,385.31,522.674,567.618,46,66,49,53,52,46.684,290.683,47.942999999999984,137.36399999999998,44.944000000000074,46,77,18,82,52,339.82000000000005,49.137,1.1940000000000168,-136.16999999999996,83,41,62,51
83,TURBA Albertas (LTU),1,7:55.807,84,18.915,84,"['0:54.713', '2:24.272', '4:43.989', '5:49.455', '6:55.793', '6:55.793', '6:55.793', '6:55.793', '0:52.313', '4:51.083', '6:33.419', '8:05.748', '8:54.767', '8:54.767', '8:54.767', '8:54.767', '0:53.058', '4:56.659', '6:44.682', '8:03.542', '10:08.308', '10:08.308', '10:08.308', '10:08.308', '2:26.503', '3:57.202', '5:57.979', '7:07.240', '8:26.904', '8:26.904', '8:26.904', '8:26.904', '0:52.953', '4:29.427', '6:37.272', '7:55.807']","['54.713', '89.559', '139.717', '65.466', '66.338', '0.000', '0.000', '0.000', '-363.480', '238.770', '102.336', '92.329', '49.019', '0.000', '0.000', '0.000', '-481.709', '243.601', '108.023', '78.860', '124.766', '0.000', '0.000', '0.000', '-461.805', '90.699', '120.777', '69.261', '79.664', '0.000', '0.000', '0.000', '-453.951', '216.474', '127.845', '78.535']",0:54.713,2:24.272,4:43.989,5:49.455,6:55.793,54.713,144.272,283.989,349.455,415.793,68,27,35,36,35,54.713,89.559,139.71699999999998,65.46600000000001,66.33800000000002,68,34,61,57,71,421.094,331.535,191.81800000000004,126.35200000000003,86,89,90,91
78,ZENTENO MENDOZA Alejandro Mateo *,1,6:58.495,80,21.506,80,"['3:25.242', '5:49.618', '7:51.092', '9:38.247', '10:25.758', '10:25.758', '10:25.758', '10:25.758', '0:52.101', '2:34.184', '5:05.177', '8:07.273', '9:03.300', '9:03.300', '9:03.300', '9:03.300', '0:52.030', '2:04.592', '3:40.436', '5:28.173', '6:58.495', '6:58.495', '6:58.495', '6:58.495', '0:50.069', '3:06.255', '8:45.920', '11:03.169', '11:03.169', '11:03.169', '11:03.169', '6:58.495', '6:58.495', '6:58.495', '6:58.495']","['205.242', '144.376', '121.474', '107.155', '47.511', '0.000', '0.000', '0.000', '-573.657', '102.083', '150.993', '182.096', '56.027', '0.000', '0.000', '0.000', '-491.270', '72.562', '95.844', '107.737', '90.322', '0.000', '0.000', '0.000', '-368.426', '136.186', '339.665', '137.249', '0.000', '0.000', '0.000', '-244.674', '0.000', '0.000', '0.000']",3:25.242,5:49.618,7:51.092,9:38.247,10:25.758,205.242,349.618,471.092,578.247,625.758,81,69,61,59,58,205.242,144.376,121.47399999999999,107.15499999999997,47.51100000000008,81,60,54,70,59,213.25300000000001,68.87700000000001,-52.59699999999998,-159.75199999999995,73,49,51,48
67,LEHMANN Janis (SUI),1,7:06.904,81,21.082,81,"['3:08.440', '5:34.040', '9:12.054', '9:50.953', '10:57.277', '10:57.277', '10:57.277', '10:57.277', '0:46.783', '1:49.631', '2:39.263', '4:29.876', '7:06.904', '7:06.904', '7:06.904', '7:06.904', '0:45.924', '6:09.376', '8:10.380', '11:52.850', '12:35.303', '12:35.303', '12:35.303', '12:35.303', '7:06.904', '7:06.904', '7:06.904', '7:06.904']","['188.440', '145.600', '218.014', '38.899', '66.324', '0.000', '0.000', '0.000', '-610.494', '62.848', '49.632', '110.613', '157.028', '0.000', '0.000', '0.000', '-380.980', '323.452', '121.004', '222.470', '42.453', '0.000', '0.000', '0.000', '-328.399', '0.000', '0.000', '0.000']",3:08.440,5:34.040,9:12.054,9:50.953,10:57.277,188.44,334.04,552.054,590.953,657.277,79,65,67,61,61,188.44,145.60000000000002,218.01399999999995,38.899,66.32400000000007,79,61,73,29,70,238.464,92.86399999999998,-125.14999999999998,-164.04899999999998,76,55,41,47
33,CONNELLY Jackson * (AUS),1,7:12.631,82,20.803,82,"['4:23.574', '5:28.324', '12:58.033', '15:42.897', '16:29.712', '16:29.712', '16:29.712', '16:29.712', '0:48.263', '4:21.437', '5:41.593', '6:47.844', '7:29.171', '7:29.171', '7:29.171', '7:29.171', '0:47.024', '2:36.162', '4:30.644', '6:30.689', '7:12.631', '7:12.631', '7:12.631', '7:12.631', '7:12.631', '7:12.631', '7:12.631', '7:12.631']","['263.574', '64.750', '449.709', '164.864', '46.815', '0.000', '0.000', '0.000', '-941.449', '213.174', '80.156', '66.251', '41.327', '0.000', '0.000', '0.000', '-402.147', '109.138', '114.482', '120.045', '41.942', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",4:23.574,5:28.324,12:58.033,15:42.897,16:29.712,263.574,328.324,778.033,942.897,989.712,85,63,80,83,83,263.574,64.75,449.709,164.86400000000003,46.81499999999994,85,29,85,86,58,169.05699999999996,104.30699999999996,-345.40200000000004,-510.2660000000001,22,56,19,15
41,GRISEL Léo (FRA),1,7:31.503,83,19.933,83,"['0:47.077', '6:16.652', '16:10.091', '16:48.988', '17:32.062', '17:32.062', '17:32.062', '17:32.062', '0:46.294', '2:54.370', '4:52.391', '6:48.754', '7:31.503', '7:31.503', '7:31.503', '7:31.503', '5:58.408', '7:02.716', '9:03.543', '11:17.980', '13:12.190', '13:12.190', '13:12.190', '13:12.190', '0:46.121', '14:44.432', '18:40.739', '20:59.312', '22:42.675', '22:42.675', '22:42.675', '22:42.675', '7:31.503', '7:31.503', '7:31.503', '7:31.503']","['47.077', '329.575', '593.439', '38.897', '43.074', '0.000', '0.000', '0.000', '-1005.768', '128.076', '118.021', '116.363', '42.749', '0.000', '0.000', '0.000', '-93.095', '64.308', '120.827', '134.437', '114.210', '0.000', '0.000', '0.000', '-746.069', '838.311', '236.307', '138.573', '103.363', '0.000', '0.000', '0.000', '-911.172', '0.000', '0.000', '0.000']",0:47.077,6:16.652,16:10.091,16:48.988,17:32.062,47.077,376.652,970.091,1008.988,1052.062,55,74,88,85,84,47.077,329.575,593.4390000000001,38.89700000000005,43.07399999999984,55,83,88,28,32,404.426,74.851,-518.588,-557.4850000000001,85,51,10,10
101,MASTERS Wyn (NZL),1,8:17.533,85,18.089,85,"['8:30.140', '10:13.856', '14:57.486', '16:56.322', '18:40.083', '18:40.083', '18:40.083', '18:40.083', '0:48.287', '4:14.804', '5:48.366', '7:34.217', '8:17.533', '8:17.533', '8:17.533', '8:17.533', '0:47.179', '6:15.659', '7:58.927', '9:55.479', '10:38.551', '10:38.551', '10:38.551', '10:38.551', '0:46.952', '15:02.180', '16:56.918', '19:58.816', '21:14.628', '21:14.628', '21:14.628', '21:14.628', '8:17.533', '8:17.533', '8:17.533', '8:17.533']","['510.140', '103.716', '283.630', '118.836', '103.761', '0.000', '0.000', '0.000', '-1071.796', '206.517', '93.562', '105.851', '43.316', '0.000', '0.000', '0.000', '-450.354', '328.480', '103.268', '116.552', '43.072', '0.000', '0.000', '0.000', '-591.599', '855.228', '114.738', '181.898', '75.812', '0.000', '0.000', '0.000', '-777.095', '0.000', '0.000', '0.000']",8:30.140,10:13.856,14:57.486,16:56.322,18:40.083,510.14,613.856,897.486,1016.322,1120.083,90,86,85,86,89,510.14,103.71600000000001,283.63,118.83600000000001,103.76100000000008,90,37,76,74,83,-12.606999999999971,-116.32299999999998,-399.953,-518.789,7,18,14,14
11,WILSON Reece (GBR),1,8:50.574,86,16.963,86,"['0:46.415', '6:38.554', '7:26.923', '8:06.901', '8:50.574', '8:50.574', '8:50.574', '8:50.574', '0:46.203', '30:48.849', '31:37.130', '34:37.855', '35:20.090', '35:20.090', '35:20.090', '35:20.090', '0:46.188', '8:52.041', '18:00.208', '18:40.201', '19:23.391', '19:23.391', '19:23.391', '19:23.391', '8:50.574', '8:50.574', '8:50.574', '8:50.574']","['46.415', '352.139', '48.369', '39.978', '43.673', '0.000', '0.000', '0.000', '-484.371', '1802.646', '48.281', '180.725', '42.235', '0.000', '0.000', '0.000', '-2073.902', '485.853', '548.167', '39.993', '43.190', '0.000', '0.000', '0.000', '-632.817', '0.000', '0.000', '0.000']",0:46.415,6:38.554,7:26.923,8:06.901,8:50.574,46.415,398.554,446.923,486.901,530.574,40,76,56,48,45,46.415,352.13899999999995,48.36900000000003,39.97800000000001,43.672999999999945,40,84,19,42,44,484.15899999999993,132.01999999999998,83.65099999999995,43.672999999999945,88,77,85,88
71,A'HERN Kye (AUS),1,9:11.602,87,16.316,87,"['3:06.218', '5:25.309', '11:37.070', '12:15.072', '13:41.347', '13:41.347', '13:41.347', '13:41.347', '0:45.175', '1:46.144', '5:20.794', '8:30.250', '9:11.602', '9:11.602', '9:11.602', '9:11.602', '4:03.306', '7:16.751', '8:02.584', '8:40.588', '9:22.741', '9:22.741', '9:22.741', '9:22.741', '0:45.557', '6:20.808', '10:54.219', '11:31.942', '12:13.295', '12:13.295', '12:13.295', '12:13.295', '9:11.602', '9:11.602', '9:11.602', '9:11.602']","['186.218', '139.091', '371.761', '38.002', '86.275', '0.000', '0.000', '0.000', '-776.172', '60.969', '214.650', '189.456', '41.352', '0.000', '0.000', '0.000', '-308.296', '193.445', '45.833', '38.004', '42.153', '0.000', '0.000', '0.000', '-517.184', '335.251', '273.411', '37.723', '41.353', '0.000', '0.000', '0.000', '-181.693', '0.000', '0.000', '0.000']",3:06.218,5:25.309,11:37.070,12:15.072,13:41.347,186.218,325.309,697.07,735.072,821.347,78,62,77,75,78,186.218,139.09100000000004,371.761,38.00199999999995,86.27499999999998,78,57,79,13,78,365.384,226.29299999999995,-145.46800000000007,-183.47000000000003,84,87,36,43
15,WALKER Matt (GBR),1,10:33.672,88,14.203,88,"['0:44.722', '7:36.406', '8:22.330', '9:52.059', '10:33.672', '10:33.672', '10:33.672', '10:33.672', '0:44.085', '1:44.425', '8:40.507', '9:17.823', '10:43.980', '10:43.980', '10:43.980', '10:43.980', '0:43.747', '1:44.200', '10:01.377', '10:38.156', '14:26.163', '14:26.163', '14:26.163', '14:26.163', '10:33.672', '10:33.672', '10:33.672', '10:33.672']","['44.722', '411.684', '45.924', '89.729', '41.613', '0.000', '0.000', '0.000', '-589.587', '60.340', '416.082', '37.316', '86.157', '0.000', '0.000', '0.000', '-600.233', '60.453', '497.177', '36.779', '228.007', '0.000', '0.000', '0.000', '-232.491', '0.000', '0.000', '0.000']",0:44.722,7:36.406,8:22.330,9:52.059,10:33.672,44.722,456.406,502.33,592.059,633.672,18,80,64,62,60,44.722,411.684,45.92399999999998,89.72899999999998,41.613000000000056,18,87,5,65,13,588.95,177.26600000000002,131.34200000000004,41.613000000000056,89,82,87,81
88,FAYOLLE Alexandre (FRA),1,11:05.776,89,13.518,89,"['4:03.122', '10:17.366', '13:22.602', '14:55.535', '18:22.969', '18:22.969', '18:22.969', '18:22.969', '0:46.850', '3:54.246', '7:45.847', '10:18.027', '11:05.776', '11:05.776', '11:05.776', '11:05.776', '11:05.776', '11:05.776', '11:05.776', '11:05.776']","['243.122', '374.244', '185.236', '92.933', '207.434', '0.000', '0.000', '0.000', '-1056.119', '187.396', '231.601', '152.180', '47.749', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",4:03.122,10:17.366,13:22.602,14:55.535,18:22.969,243.122,617.366,802.602,895.535,1102.969,84,87,82,81,86,243.122,374.24399999999997,185.236,92.93299999999999,207.43400000000008,84,86,71,66,91,422.65399999999994,48.40999999999997,-136.82600000000002,-229.75900000000001,87,40,38,40
37,INTROZZI Stefano (ITA),1,12:15.779,90,12.232,90,"['0:43.960', '4:03.256', '4:49.387', '10:19.140', '12:15.779', '12:15.779', '12:15.779', '12:15.779', '0:43.810', '12:02.226', '12:49.308', '13:28.390', '14:11.072', '14:11.072', '14:11.072', '14:11.072', '0:51.983', '10:50.278', '11:35.932', '12:13.422', '12:54.901', '12:54.901', '12:54.901', '12:54.901', '12:15.779', '12:15.779', '12:15.779', '12:15.779']","['43.960', '199.296', '46.131', '329.753', '116.639', '0.000', '0.000', '0.000', '-691.969', '678.416', '47.082', '39.082', '42.682', '0.000', '0.000', '0.000', '-799.089', '598.295', '45.654', '37.490', '41.479', '0.000', '0.000', '0.000', '-39.122', '0.000', '0.000', '0.000']",0:43.960,4:03.256,4:49.387,10:19.140,12:15.779,43.96,243.256,289.387,619.14,735.779,8,52,38,68,72,43.96,199.296,46.131,329.753,116.63900000000001,8,68,6,91,86,691.819,492.523,446.392,116.63900000000001,90,91,91,90
97,BAECHLER Nicolas * (SUI),1,12:28.888,91,12.018,91,"['0:48.788', '6:48.761', '18:53.225', '19:33.994', '20:17.343', '20:17.343', '20:17.343', '20:17.343', '0:47.180', '6:17.179', '7:08.743', '11:45.338', '12:28.888', '12:28.888', '12:28.888', '12:28.888', '0:46.944', '1:51.314', '2:41.918', '3:23.077', '15:37.517', '15:37.517', '15:37.517', '15:37.517', '12:28.888', '12:28.888', '12:28.888', '12:28.888']","['48.788', '359.973', '724.464', '40.769', '43.349', '0.000', '0.000', '0.000', '-1170.163', '329.999', '51.564', '276.595', '43.550', '0.000', '0.000', '0.000', '-701.944', '64.370', '50.604', '41.159', '734.440', '0.000', '0.000', '0.000', '-188.629', '0.000', '0.000', '0.000']",0:48.788,6:48.761,18:53.225,19:33.994,20:17.343,48.788,408.761,1133.225,1173.994,1217.343,64,77,90,90,90,48.788,359.973,724.4639999999999,40.769000000000005,43.34900000000016,64,85,92,49,40,700.1,340.127,-384.3369999999999,-425.1059999999999,91,90,17,20
39,DAVIS Oliver * (AUS),1,5:21.685,72,27.978,72,"['11:55.144', '13:32.728', '17:01.962', '17:42.366', '18:37.520', '18:37.520', '18:37.520', '18:37.520', '2:26.967', '6:13.320', '13:35.520', '14:13.962', '14:54.776', '14:54.776', '14:54.776', '14:54.776', '6:08.473', '7:09.481', '17:15.936', '17:53.634', '18:33.949', '18:33.949', '18:33.949', '18:33.949', '14:54.776', '14:54.776', '14:54.776', '14:54.776', '2:16.632', '5:21.685']","['715.144', '97.584', '209.234', '40.404', '55.154', '0.000', '0.000', '0.000', '-970.553', '226.353', '442.200', '38.442', '40.814', '0.000', '0.000', '0.000', '-526.303', '61.008', '606.455', '37.698', '40.315', '0.000', '0.000', '0.000', '-219.173', '0.000', '0.000', '0.000', '-758.144', '185.053']",11:55.144,13:32.728,17:01.962,17:42.366,18:37.520,715.144,812.728,1021.962,1062.366,1117.52,92,91,89,88,88,715.144,97.58399999999995,209.23400000000004,40.403999999999996,55.153999999999996,92,36,72,46,63,-393.459,-491.04299999999995,-700.277,-740.681,1,4,4,5
